         6225866 function calls (6187628 primitive calls) in 13.866 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:231(__next)
       62    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\shape_base.py:77(_atleast_2d_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageMode.py:42(getmode)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:498(set_useLocale)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\inspect.py:1794(_shadowed_dict)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\JpegPresets.py:1(<module>)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\enum.py:975(_find_data_type_)
       10    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\linalg\linalg.py:130(get_linalg_error_extobj)
       56    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:3418(register_open)
        5    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:2175(_backend_module_name)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:3598(Text)
       35    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:4077(__str__)
       37    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:977(clear)
       36    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       70    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\enum.py:1142(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\pyplot.py:987(gcf)
       15    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\cycler\__init__.py:438(<dictcomp>)
       36    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\linalg\linalg.py:153(_realType)
        8    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:156(update)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:283(get_children)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\uuid.py:139(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.Win32_GetForegroundWindow}
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:386(<listcomp>)
       18    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2239(get_label_position)
        8    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\enum.py:744(__delattr__)
       10    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\linalg\linalg.py:203(_assert_stacked_2d)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageTk.py:131(__del__)
       57    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\multiarray.py:669(result_type)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1378(_fixupParents)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\inspect.py:167(get_annotations)
       33    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1003(minpos)
        2    0.000    0.000    0.000    0.000 <frozen os>:748(encodekey)
       12    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:556(formatter)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:231(splitext)
        8    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\rcsetup.py:66(__call__)
       14    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:498(width)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_pylab_helpers.py:90(get_all_fig_managers)
        8    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\pyplot.py:1023(get_fignums)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        7    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:515(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\BmpImagePlugin.py:62(BmpImageFile)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:222(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\cycler\__init__.py:334(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\pyplot.py:1062(close)
       14    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:502(height)
        4    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:214(_compile_charset)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1447(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1025(minposy)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\spines.py:548(from_dict)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\projections\__init__.py:110(get_projection_class)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:3418(draw_if_interactive)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:228(<lambda>)
       36    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       26    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\enum.py:92(_is_single_bit)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:2452(_unit_change_handler)
       15    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       18    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:706(isDefault_majloc)
       38    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       30    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\enum.py:913(<lambda>)
        8    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_tools.py:52(_register_tool_class)
       15    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:1689(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:3333(Menu)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
       14    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:247(match)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:432(_register)
       10    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\inspect.py:3019(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:367(Variable)
        9    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingDecoder' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:82(opengroup)
        4    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\enum.py:917(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1310(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:228(_acquireLock)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:272(y1)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1795(is_saving)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1487(quit)
       36    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {built-in method sys._current_frames}
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:465(_get_charset_prefix)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       18    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:579(_update_clip_properties)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\container.py:16(__new__)
        8    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:162(__getitem__)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\gridspec.py:231(_normalize)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\enum.py:769(__getattr__)
       18    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\enum.py:795(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\gridspec.py:551(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageMath.py:24(_Operand)
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.Win32_SetCurrentProcessExplicitAppUserModelID}
        8    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:284(tell)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:444(_uniq)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:3217(Listbox)
       17    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:97(__init__)
       18    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:794(get_window_extent)
       21    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\scale.py:78(limit_range_for_scale)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1101(_sanity_check)
       22    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\__init__.py:344(wrapper)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:501(is_scalar_or_string)
       12    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1165(get_axes_locator)
       12    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:535(__init__)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:2611(set_layout_engine)
       15    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\gridspec.py:74(get_geometry)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_pylab_helpers.py:55(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:100(add)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:600(NavigationToolbar2Tk)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\selectors.py:80(BaseSelector)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\getlimits.py:24(_fr1)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1744(_fix_ipython_backend2gui)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\pyplot.py:366(backend_mod)
        9    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1014(minposx)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\constants.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\functools.py:65(wraps)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\gridspec.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:442(FigureManagerTk)
        4    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\selectors.py:583(_can_use)
        7    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:918(__init__)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\font.py:26(Font)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:3087(Entry)
       12    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(<genexpr>)
        7    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\enum.py:69(_is_internal_class)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_pylab_helpers.py:77(destroy_all)
       12    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1603(get_aspect)
       16    0.000    0.000    0.000    0.000 {method 'isblock' of 'ImagingCore' objects}
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
       18    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\weakref.py:510(update)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\gridspec.py:561(_from_subplot_args)
        7    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:121(_splitext)
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        9    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:152(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2528(Grid)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\__init__.py:53(__get__)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        7    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\inspect.py:1766(_static_getmro)
       15    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\function_base.py:1320(_diff_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_pylab_helpers.py:100(get_active)
        7    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\six.py:194(find_spec)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:381(__subclasshook__)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\inspect.py:1787(_is_type)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:4225(Spinbox)
        7    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        5    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:3449(register_save)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_pylab_helpers.py:33(get_fig_manager)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_pylab_helpers.py:118(set_active)
       12    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:714(isDefault_majfmt)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\getlimits.py:101(_float_conv)
        9    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageFile.py:254(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:170(EventType)
       18    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:79(groups)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\GifImagePlugin.py:72(GifImageFile)
       10    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:237(_releaseLock)
       12    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:851(_get_autoscale_on)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:4121(PhotoImage)
        9    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:182(close)
        1    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\inspect.py:378(isfunction)
        4    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:568(isstring)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:2056(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:844(<dictcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\gridspec.py:198(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:307(_class_escape)
       11    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\collections\__init__.py:422(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:452(set_useOffset)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:3410(set_axis_on)
        9    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:855(_set_autoscale_on)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\font.py:50(_set)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\__init__.py:683(_set)
        5    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:3434(register_mime)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2091(wm_frame)
       12    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:722(isDefault_minloc)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\simpledialog.py:31(SimpleDialog)
        2    0.000    0.000    0.000    0.000 <frozen os>:742(check_str)
       12    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\spines.py:225(_clear)
       12    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:730(isDefault_minfmt)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\JpegImagePlugin.py:356(JpegImageFile)
       12    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:2508(_cumsum_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:866(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\filedialog.py:33(FileDialog)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2301(Tk)
        4    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:170(append)
       12    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:861(_sort_dispatcher)
       10    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\linalg\linalg.py:488(_unary_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\pyplot.py:200(install_repl_displayhook)
        7    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\_util.py:20(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:2904(set_canvas)
        3    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:94(bubble)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2431(Pack)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_internal.py:304(data)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:264(buffer_rgba)
        2    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\enum.py:357(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1720(getEffectiveLevel)
