         6225866 function calls (6187628 primitive calls) in 13.866 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      518    0.001    0.000    0.005    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:302(xmin)
        1    0.000    0.000    0.005    0.005 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2066(wm_deiconify)
      632    0.001    0.000    0.005    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:934(set_clip_path)
       48    0.000    0.000    0.005    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:657(<listcomp>)
     6708    0.004    0.000    0.005    0.000 {built-in method _abc._abc_instancecheck}
       48    0.000    0.000    0.005    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:658(<listcomp>)
      248    0.000    0.000    0.005    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1710(__eq__)
      536    0.001    0.000    0.005    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:307(ymin)
      155    0.000    0.000    0.005    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:340(_set_facecolor)
6715/3715    0.004    0.000    0.005    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2398(<lambda>)
       48    0.000    0.000    0.005    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:659(<listcomp>)
      964    0.001    0.000    0.005    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:1758(convert_units)
     2232    0.002    0.000    0.005    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1289(<genexpr>)
      248    0.000    0.000    0.005    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2162(__eq__)
        4    0.000    0.000    0.004    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:302(enter_notify_event)
      518    0.001    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:312(xmax)
      949    0.001    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_methods.py:61(_all)
        1    0.000    0.000    0.004    0.004 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\qt_compat.py:1(<module>)
       68    0.000    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:440(_apply_tickdir)
        4    0.000    0.000    0.004    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\qt_compat.py:69(_setup_pyqt5plus)
       18    0.000    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:237(set_clip_path)
      604    0.001    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:240(_check_color_like)
     5819    0.003    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\function_base.py:348(iterable)
      196    0.000    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2759(get_transformed_points_and_affine)
      732    0.001    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:730(set_figure)
      378    0.003    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\shape_base.py:612(column_stack)
     3065    0.003    0.000    0.004    0.000 {method '__reduce_ex__' of 'object' objects}
       62    0.000    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:374(set_alpha)
       29    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:727(_compile_bytecode)
    19357    0.004    0.000    0.004    0.000 {function RcParams.__getitem__ at 0x0000019BABA67060}
      652    0.001    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:437(set_transform)
     1436    0.001    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\pyplot.py:966(_auto_draw_if_interactive)
      366    0.002    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1525(get_font)
        1    0.000    0.000    0.004    0.004 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_gtk4agg.py:1(<module>)
       29    0.004    0.000    0.004    0.000 {built-in method marshal.loads}
      964    0.001    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\units.py:56(_is_natively_supported)
       24    0.000    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\spines.py:292(draw)
     1734    0.001    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2222(transform_non_affine)
      303    0.001    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:836(<dictcomp>)
    17737    0.004    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:293(axes)
        3    0.000    0.000    0.004    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:810(_init_axis)
      345    0.002    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1138(set_linestyle)
      695    0.003    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1550(nametowidget)
       54    0.001    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:708(_compute_offset)
    27/15    0.000    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2269(setter)
     1688    0.002    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:1337(_to_unmasked_float_array)
       54    0.001    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:781(_set_format)
      584    0.002    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:2206(_g_sig_digits)
      262    0.000    0.000    0.004    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:726(_get_transformed_path)
      604    0.001    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:221(is_color_like)
      677    0.001    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2805(canvasx)
        1    0.000    0.000    0.003    0.003 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\filedialog.py:1(<module>)
       62    0.000    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:2491(update_datalim)
     1734    0.002    0.000    0.003    0.000 {built-in method builtins.any}
     2368    0.002    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:242(x0)
     3416    0.003    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:450(get_transform)
        4    0.000    0.000    0.003    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:308(leave_notify_event)
     2752    0.002    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\copy.py:243(_keep_alive)
      936    0.002    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1197(_set_markercolor)
       54    0.001    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\numeric.py:2330(within_tol)
      262    0.001    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:711(_transform_path)
      304    0.001    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1612(transform_path_non_affine)
      520    0.000    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:338(_set_artist_props)
       13    0.000    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2616(__init__)
      465    0.002    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\__init__.py:132(check_shape)
      259    0.001    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:982(set_color)
     3065    0.002    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\copyreg.py:104(__newobj__)
     9804    0.003    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1036(get_points)
      345    0.000    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1053(set_color)
     1241    0.001    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2411(transform_non_affine)
       15    0.000    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:1189(_set_lim)
     1276    0.002    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:1324(is_math_text)
     1439    0.001    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\__init__.py:1298(is_interactive)
      554    0.001    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:890(get_unitless_position)
      133    0.001    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:310(_to_rgba_no_colorcycle)
    17658    0.003    0.000    0.003    0.000 {method 'append' of 'list' objects}
  428/416    0.002    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\spines.py:339(get_spine_transform)
      166    0.000    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1001(set_alpha)
      778    0.001    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:282(_set_fillstyle)
        1    0.000    0.000    0.003    0.003 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\GifImagePlugin.py:1(<module>)
      459    0.001    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:202(_update_values)
      376    0.002    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1115(score_family)
  910/632    0.001    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:909(get_xaxis_transform)
     2302    0.002    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:734(get_path)
       99    0.002    0.000    0.003    0.000 {built-in method builtins.__build_class__}
        3    0.000    0.000    0.003    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:2815(autoscale_view)
        7    0.000    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:981(resolve)
        6    0.000    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:3316(tick_params)
       17    0.000    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:4124(__init__)
        2    0.000    0.000    0.003    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:393(get_renderer)
       17    0.000    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:4059(__init__)
       19    0.000    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1695(configure)
       93    0.000    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:347(set_facecolor)
       19    0.000    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1682(_configure)
       36    0.000    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:497(_apply_tickdir)
      852    0.001    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:786(get_transform)
      590    0.001    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2190(__init__)
       54    0.001    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:747(_set_order_of_magnitude)
        2    0.002    0.001    0.003    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:64(__init__)
      752    0.002    0.000    0.003    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:356(height)
     4221    0.002    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\enum.py:1091(__new__)
     4313    0.002    0.000    0.002    0.000 {built-in method builtins.setattr}
      262    0.001    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2731(__init__)
        3    0.000    0.000    0.002    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1198(_gen_axes_spines)
        3    0.000    0.000    0.002    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:1213(<dictcomp>)
     9292    0.002    0.000    0.002    0.000 {built-in method builtins.iter}
       12    0.000    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\spines.py:432(linear_spine)
     3233    0.001    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1872(inverted)
        8    0.000    0.000    0.002    0.000 <frozen ntpath>:674(realpath)
      515    0.001    0.000    0.002    0.000 {built-in method builtins.all}
       42    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
      677    0.001    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:360(_mpl_modifiers)
       69    0.000    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\stride_tricks.py:546(<listcomp>)
      312    0.000    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:732(set_transform)
        6    0.000    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:647(__init__)
     2521    0.002    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:72(<dictcomp>)
     2362    0.002    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:252(y0)
       40    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
      217    0.001    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:314(_set_edgecolor)
      674    0.001    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1043(set_visible)
     3086    0.002    0.000    0.002    0.000 {method 'match' of 're.Pattern' objects}
      906    0.001    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\scale.py:115(get_transform)
      628    0.001    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:162(_fast_from_codes_and_verts)
        6    0.000    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:2874(handle_single_axis)
       62    0.000    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:930(update_from_data_xy)
     2660    0.001    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1773(__array__)
       68    0.000    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:434(_get_text1_transform)
      708    0.001    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:909(get_siblings)
      476    0.001    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:814(set_size)
      150    0.002    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\stride_tricks.py:340(_broadcast_to)
      620    0.002    0.000    0.002    0.000 {method 'outer' of 'numpy.ufunc' objects}
        2    0.000    0.000    0.002    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2013(wm_attributes)
       68    0.000    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:937(get_xaxis_text1_transform)
       16    0.002    0.000    0.002    0.000 {built-in method nt._getfinalpathname}
      164    0.002    0.000    0.002    0.000 {method 'read' of '_io.BufferedReader' objects}
      372    0.001    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:347(iter_segments)
      861    0.001    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:75(_scale_dashes)
     3094    0.002    0.000    0.002    0.000 {method 'tolist' of 'numpy.ndarray' objects}
       68    0.000    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:437(_get_text2_transform)
      369    0.002    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\stride_tricks.py:416(_broadcast_shape)
      196    0.000    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:354(get_transform)
        1    0.000    0.000    0.002    0.002 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_gtk3agg.py:1(<module>)
        4    0.000    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\enum.py:890(_convert_)
      235    0.000    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1095(set_fontsize)
     3374    0.002    0.000    0.002    0.000 {built-in method builtins.max}
       12    0.000    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\spines.py:35(__init__)
     7393    0.002    0.000    0.002    0.000 {built-in method builtins.hasattr}
       68    0.000    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:963(get_xaxis_text2_transform)
      376    0.001    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1191(score_weight)
        3    0.000    0.000    0.002    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2294(__init__)
    12556    0.002    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\copy.py:182(_deepcopy_atomic)
     8068    0.002    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\multiarray.py:741(dot)
      677    0.001    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2811(canvasy)
      376    0.002    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1173(score_stretch)
      241    0.000    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1027(set_linespacing)
      312    0.000    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1221(set_markerfacecolor)
4553/4550    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0x00007FFD09D68F90}
      720    0.001    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2214(<lambda>)
       18    0.000    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:600(get_window_extent)
        5    0.000    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2687(__init__)
  622/472    0.001    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:989(get_yaxis_transform)
     2268    0.002    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1262(set_text)
     1223    0.001    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1192(set_x)
        3    0.000    0.000    0.002    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2532(__init__)
     2945    0.002    0.000    0.002    0.000 {method 'update' of 'dict' objects}
      429    0.002    0.000    0.002    0.000 {built-in method builtins.round}
       29    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
        5    0.001    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\enum.py:1657(convert_class)
      815    0.001    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:722(set_family)
      155    0.000    0.000    0.002    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:329(set_edgecolor)
       58    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
      345    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1123(set_linewidth)
     1174    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1203(set_y)
     9570    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
      476    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1246(set_verticalalignment)
       36    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
       66    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2770(get_transformed_path_and_affine)
      226    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1112(set_zorder)
       18    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:607(get_extents)
     6050    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:655(get_family)
        1    0.000    0.000    0.001    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:2398(__init__)
      964    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:683(_get_wrapped_text)
      669    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\weakref.py:68(__call__)
     1391    0.001    0.000    0.001    0.000 {method 'getboolean' of '_tkinter.tkapp' objects}
     2922    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
      482    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:997(set_horizontalalignment)
     6050    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:700(get_size)
      753    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:181(__init__)
        6    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2536(_init)
      214    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2668(__init__)
        2    0.000    0.000    0.001    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:3005(set_size_inches)
        6    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\gridspec.py:658(get_position)
      110    0.000    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:794(unit)
     4360    0.001    0.000    0.001    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:211(vertices)
     3308    0.001    0.000    0.001    0.000 {built-in method math.cos}
